num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux
263,CONVERGENCES CHAMPIGNY,2008,0,0,0,0,0,0,15,0,0,0,0,11047,0,11062,0,7279,0,0,0,2800,0,14,0,11062,0,0,0,2475,0,0,0,0,0,0,0,0,2475,815,0,0,0,8933,0,0,0,0,6,0,0,9754,7279,12229
265,France moderne,2008,0,0,0,0,0,0,76,0,0,0,0,21811,0,21887,0,-900,0,0,0,1461,0,0,0,21887,0,0,0,0,1053,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,153,0,0,153,-900,1206
266,UNION POUR L'ALBIGEOIS,2008,91,0,0,0,0,0,0,0,0,0,0,953,0,1044,0,-3326,0,0,0,588,0,0,0,1044,4844,0,0,0,1207,0,0,0,0,0,0,0,6051,2725,0,0,0,0,0,0,0,0,0,0,0,2725,-3326,8776
267,MOUVEMENT HOMMES-NATURE ANIMAUX,2008,0,0,0,0,0,0,0,0,0,0,12921,3031,0,15952,0,7975,0,0,14,0,0,118,0,15952,5823,0,0,300,9832,0,0,0,0,0,0,0,15955,4670,0,0,0,2239,0,17000,0,0,21,0,0,23930,7975,39885
272,UNION POUR MURET,2008,0,0,0,0,0,0,0,0,0,0,0,7086,0,7086,0,-3152,0,0,0,1606,0,0,0,7086,1704,0,0,300,2982,0,0,0,0,0,0,0,11578,0,0,0,0,8393,0,0,0,0,33,0,0,8426,-3152,20004
274,Savoie d'aujourd'hui,2008,0,0,0,0,0,0,0,0,0,0,0,4629,0,4629,0,3312,0,0,0,0,0,0,0,4629,2099,0,0,635,0,0,0,0,631,0,0,0,3366,3325,0,0,0,3285,14,0,0,0,0,0,0,6679,3312,10046
275,AGIR AU QUOTIDIEN AVEC NICOLAS DUPONT-AIGNAN,2008,0,0,0,0,0,0,0,0,0,3897,0,17015,2495,23407,0,-3382,0,3897,0,15670,0,5450,0,23406,6723,0,0,0,26581,0,0,0,0,0,0,0,45916,30756,0,0,0,0,0,0,11778,0,0,0,0,42534,-3382,88450
276,Pour l'Aquitaine,2008,0,0,0,1536,0,0,140,0,0,0,239801,173,0,241650,0,-38895,0,0,2133,5694,609,0,0,241649,0,0,0,0,6973,609,0,0,217,538,0,0,45349,0,0,0,0,0,0,0,0,0,6455,0,0,6455,-38894,51804
277,DROITE SOCIALE,2008,0,0,256,4280,3,0,800,0,0,0,20000,52945,0,78284,0,1844,0,0,0,7,0,0,0,78284,0,0,0,0,67657,0,0,0,0,0,0,0,86035,25947,0,3025,0,53632,0,0,4531,0,744,0,0,87879,1844,173914
283,Mouvement liberal Martiniquais,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,127
292,ENSEMBLE POUR LA France,2008,0,0,0,0,0,0,4515,0,0,0,0,12549,0,17064,0,-4894,0,0,0,718,0,0,0,17065,10692,0,0,0,1520,0,0,0,0,0,0,0,14775,0,2512,0,0,7370,0,0,0,0,0,0,0,9882,-4893,24657
293,GROUPE D'ÉTUDES MUNICIPALES D'EURE ET LOIR,2008,0,0,0,0,0,0,0,0,0,0,0,7206,0,7206,0,748,0,0,0,861,0,0,0,7205,0,0,0,0,2083,0,0,0,0,0,0,0,4083,474,0,0,0,1197,3004,0,0,0,122,0,0,4831,748,8914
294,Participation et liberté,2008,0,0,0,4435,0,0,3978,0,0,5838,737,8058,415,23461,0,-44038,5198,0,0,23551,0,9600,0,23462,0,0,0,0,35032,83,0,0,156,215,0,0,44148,0,0,0,0,110,0,0,0,0,0,0,0,110,-44038,44258
296,LES ALTERNATIFS,2008,0,0,0,3693,0,0,17257,0,0,3828,49339,199720,4409,281393,0,36391,0,0,98452,7327,4114,0,318,281392,45843,0,0,3755,98361,208,9213,2076,0,256,0,0,240750,5220,432,0,0,191005,4876,23646,0,38527,149,248,0,277141,36391,517891
298,Union pour la Savoie,2008,0,0,0,0,0,0,0,0,0,0,0,541,0,541,0,250,0,0,0,0,0,0,0,540,0,0,0,0,117,0,0,0,0,0,0,0,2927,170,0,0,0,2910,97,0,0,0,0,0,0,3177,250,6104
299,UNION POUR SAINT SÉBASTIEN SUR LOIRE,2008,0,0,0,0,0,0,8,0,0,0,0,1362,0,1370,0,-5806,0,0,0,4028,0,0,0,1370,0,0,0,0,11619,0,0,0,65,0,0,0,17553,0,11263,0,0,470,0,0,0,0,14,0,0,11747,-5806,29300
300,PARTI GAULLISTE,2008,0,0,0,31,0,0,0,0,0,0,0,8038,0,8069,0,13009,0,0,47,868,0,1225,0,8069,0,0,0,0,868,0,0,0,64,0,0,0,1091,7500,0,0,0,6600,0,0,0,0,0,0,0,14100,13009,15191
303,Rassemblement des contribuables français,2008,0,0,0,0,0,0,0,0,0,7166,0,82669,61,89896,0,6816,0,0,0,345176,3074,5263391,0,89895,47080,0,0,0,7277,0,0,0,190325,0,0,0,244682,0,0,0,0,207435,0,0,0,0,0,44063,0,251498,6816,496180
305,MOUVEMENT NATIONAL RÉPUBLICAIN,2008,0,0,0,0,2288,126500,0,0,0,313655,0,37951,0,480394,0,12335,80000,0,0,2244619,0,313109,0,480394,55828,0,0,0,267095,2835,1274,483,28372,0,0,0,372013,38706,0,0,0,260196,0,0,10180,34628,56,20172,20000,384348,12335,756361
307,DÉMOCRATIE CHRÉTIENNE FRANÇAISE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,96,0,0,0,0,180,0,0,0,0,0,0,0,180,84,276
308,TARBES 2008,2008,138,575,0,0,0,0,0,0,0,0,0,19031,0,19744,0,3053,0,0,0,6164,0,0,26,19743,0,0,0,29,9399,0,0,0,0,0,0,0,23154,2661,16026,0,0,3400,0,0,4120,0,0,0,0,26207,3053,49361
310,ENSEMBLE POUR GONESSE,2008,0,0,0,5883,0,0,460,0,0,0,0,9700,0,16043,0,-2682,0,0,0,0,0,4234,0,16043,109,0,0,0,7757,0,0,0,139,0,0,0,10667,205,0,0,0,7780,0,0,0,0,0,0,0,7985,-2682,18652
312,RASSEMBLEMENT POUR LA FRANCE ET L'INDÉPENDANCE DE L'EUROPE,2008,8825,0,0,4797,0,0,17500,0,0,7180,0,463241,2637,504180,0,29007,8626,0,22650,417291,16317,0,0,504180,0,0,0,7633,74922,886,28193,10706,991,11446,0,0,156719,640,17224,0,0,7640,0,160000,0,0,0,222,0,185726,29007,342445
313,Union pour Chatillon,2008,0,0,0,172,0,0,457,0,0,0,0,8522,458,9609,0,1541,0,0,0,2438,0,0,0,9609,0,0,0,4470,21533,0,0,0,0,0,0,0,26202,3960,13817,0,0,5200,0,0,4767,0,0,0,0,27744,1542,53946
314,Droite Libérale-Chrétienne,2008,0,0,0,985,0,0,0,0,0,20215,0,28707,2550,52457,0,-10898,0,0,123813,16556,0,715,0,52458,94,0,0,219,9580,0,0,0,2023,0,0,0,35476,0,4289,0,0,0,0,0,0,0,0,0,0,24578,-10898,60054
318,COMITÉ D'ACTION ET DE RÉFLEXION DÉPARTEMENTALE,2008,0,0,0,0,0,0,0,0,0,0,0,2671,0,2671,0,-2678,0,0,9,7009,0,0,0,2671,0,0,0,0,3043,0,0,0,0,0,0,0,3043,0,0,0,0,365,0,0,0,0,0,0,0,365,-2678,3408
319,VIVRE A LUISANT,2008,0,0,0,0,0,0,0,0,0,0,0,772,0,772,0,2344,0,0,0,392,0,0,0,772,6301,0,0,0,0,0,0,0,16,0,0,0,6496,90,0,0,0,8750,0,0,0,0,0,0,0,8840,2344,15336
320,FONSORBÈS CITOYENNETÉ,2008,0,0,0,0,0,0,0,0,0,0,0,1862,97,1959,0,-1675,0,0,0,0,0,0,0,2189,1314,0,0,0,1316,0,0,0,56,0,0,0,5030,1499,0,0,0,530,0,0,1316,0,10,0,0,3355,-1675,8385
321,LA RESTAURATION NATIONALE,2008,0,0,0,917,864,0,0,874,0,10,0,902,0,3567,0,-6193,0,274,0,3673,13692,6574,0,3567,19255,0,0,856,13385,0,35131,12340,0,218,810,0,95903,9732,0,0,0,20854,0,0,11179,47087,0,358,496,89710,-6193,185613
325,ASSOCIATION 6ÈME UNION,2008,0,0,0,0,0,0,0,0,0,0,0,345,0,345,0,-13607,0,0,15,2250,0,0,0,345,0,0,0,0,15769,0,0,0,0,0,0,0,15769,0,0,0,0,1860,0,0,0,0,0,0,0,2162,-13607,17931
327,L'action avec Gilbert Meyer,2008,0,0,0,0,0,0,0,0,0,0,0,4377,0,4377,0,-2685,0,0,0,2000,0,0,0,4377,0,0,0,89,2792,0,0,0,0,0,0,0,2881,195,0,0,0,0,0,0,0,0,0,0,0,195,-2686,3076
329,L'idée française,2008,0,0,0,0,0,0,0,0,0,0,0,2849,0,2849,0,-291,0,0,0,167,0,0,0,2849,86,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,145,0,0,0,0,0,0,0,145,-291,581
331,Agir pour demain,2008,0,0,0,17067,0,0,0,0,0,0,0,32132,1557,50756,0,-10115,0,0,0,1794,0,764,0,50757,0,0,0,0,62107,0,3931,0,0,0,0,0,74160,0,8100,0,0,14465,0,40000,888,0,570,0,0,64044,-10116,138204
332,Mouvement des Seine et Marnais,2008,0,0,0,0,0,0,760,0,0,1669,0,637,0,3066,0,-1013,0,0,0,0,0,0,0,3066,0,0,0,4145,37352,0,0,0,0,0,0,0,41497,2380,0,0,0,38104,0,0,0,0,0,0,0,40484,-1013,81981
334,COTELEC,2008,0,0,0,0,0,2623344,0,0,0,38341,30998,62704,0,2755387,0,176139,0,0,0,13842,0,51092,0,2755386,0,0,0,0,16230,0,0,0,57889,0,0,0,101550,0,0,0,0,235481,0,0,0,0,42208,0,0,277689,176139,379239
340,LA FRANCE EN TÊTE,2008,0,0,0,2603,0,0,0,0,0,0,0,4380,0,6983,0,1281,0,0,0,0,0,981,0,6983,0,0,0,0,1783,0,0,0,0,0,0,0,6674,0,0,0,0,7955,0,0,0,0,0,0,0,7955,1281,14629
341,Idées-force,2008,0,0,0,940,0,0,2580,0,0,3000,0,25887,874,33281,0,-5402,0,0,0,320,0,0,0,33281,0,0,0,0,83415,2313,0,0,0,3100,0,0,97181,0,16647,0,0,66155,0,0,3237,0,0,3340,0,91779,-5402,188960
342,ENTENTE CITOYENNE,2008,0,0,0,0,0,0,0,0,0,980,0,5694,0,6674,0,-58,0,0,0,1100,0,0,0,6674,2463,0,0,0,7729,0,0,0,0,0,0,0,12292,680,11170,0,0,200,0,0,0,0,0,0,0,12234,-58,24526
344,UNION RÉPUBLICAINE ET D'ACTIONS COMMUNAUTAIRES,2008,0,0,0,0,0,0,0,0,0,0,382828,1402,0,384230,0,64898,0,0,0,6640,0,0,0,384230,0,0,0,0,0,0,0,0,0,0,0,0,157405,0,0,0,0,81000,137095,0,0,0,4208,0,0,222303,64898,379708
346,VIVRE À SCHOELCHER,2008,0,0,0,3619,0,0,89,0,0,0,0,2615,0,6323,0,5465,0,0,0,40,901,2365,0,6322,0,0,0,10128,0,754,1865,191,145,1086,0,0,18987,3810,0,0,0,0,0,0,0,0,0,4409,41,24452,5465,43439
347,MOUVEMENT POPULAIRE FRANCISCAIN,2008,0,0,0,4145,0,0,534,0,0,3154,0,71695,0,79528,0,12012,0,0,0,4318,0,371,0,79528,20706,0,0,3167,22676,0,0,0,99,0,0,0,67892,960,12898,0,0,465,3148,44492,7660,0,0,0,10280,79903,12011,147795
348,Forum des républicains sociaux,2008,0,0,0,159,0,0,0,0,0,0,0,93501,2556,96216,0,4694,0,0,15228,24240,35230,0,0,96215,0,0,0,0,154797,10898,155499,65324,3149,0,0,0,417137,41645,0,0,0,227500,0,150000,1992,694,0,0,0,421831,4694,838968
352,RASSEMBLEMENT POUR L'ESSONNE,2008,0,0,0,0,0,0,0,0,0,0,0,5110,0,5110,0,-20456,0,0,0,5149,0,0,0,5111,0,0,0,0,80849,0,0,0,0,0,0,0,80849,0,0,0,0,60393,0,0,0,0,0,0,0,60393,-20456,141242
357,CITOYENNETÉ ACTION PARTICIPATION POUR LE 21ÈME SIÈCLE,2008,0,0,0,0,0,600,0,0,0,79993,0,57225,217,138035,0,59074,0,0,0,8925,2519,0,0,138036,30867,0,0,1830,29242,357,19255,7608,0,0,0,0,89159,19023,0,0,0,18664,0,109993,0,0,0,553,0,148233,59074,237392
358,Rassemblement pour Levallois,2008,10000,0,0,0,0,0,3450,0,0,0,0,20877,11950,46277,0,12221,0,0,86,10988,0,72,0,46278,0,0,0,6318,71437,0,0,0,0,0,0,0,77755,0,0,0,0,89754,222,0,0,0,0,0,0,89976,12221,167731
359,GRENOBLE EST À VOUS,2008,0,0,0,0,0,0,0,0,0,0,0,1856,0,1856,0,1162,0,0,0,359,0,0,0,1856,0,0,0,0,688,0,0,0,0,0,0,0,7028,1735,0,0,0,5664,0,0,0,0,0,791,0,8190,1162,15218
360,FRANCE.9,2008,0,0,0,0,0,0,0,0,0,30000,119217,6933,0,156150,0,62937,0,0,0,4557,0,0,0,156150,0,0,0,0,9983,0,0,0,0,0,0,0,9983,12920,0,0,0,0,0,60000,0,0,0,0,0,72920,62937,82903
365,COMITÉ POUR SAINT-MICHEL,2008,0,0,0,0,0,0,0,0,0,0,12189,27597,0,39786,0,-11506,0,0,0,1483,0,0,0,39786,4024,0,0,0,4622,0,0,0,0,0,0,0,21292,597,5352,0,0,1130,0,0,0,0,2627,0,0,9786,-11506,31078
366,Savoie  plus loin,2008,0,0,0,0,0,0,0,0,0,0,0,24844,157,25001,0,-3769,0,0,0,4239,2050,0,0,25001,9064,0,0,4139,17678,47,9121,2092,0,0,0,0,45954,0,0,0,0,32828,0,0,9107,0,0,0,0,42183,-3771,88137
368,Association de soutien à l'action de Nicolas Sarkozy,2008,0,0,0,0,0,0,0,0,0,0,100000,97722,0,197722,0,6125,0,0,0,0,0,236,0,197722,0,0,0,0,3264,0,0,0,0,0,0,0,3264,0,0,0,0,7474,0,0,0,0,1915,0,0,9389,6125,12653
370,PARTI POUR LA LIBÉRATION DE LA MARTINIQUE,2008,0,0,0,50,0,0,0,0,0,0,0,438,0,488,0,2863,0,0,0,618,0,0,0,488,337,0,0,67,10326,0,0,0,3,0,0,0,10733,12646,950,0,0,0,0,0,0,0,0,0,0,13596,2863,24329
371,UNION POUR STRASBOURG,2008,0,0,0,0,0,7262,15,0,0,0,0,102885,0,110162,0,-20381,0,0,0,5602,0,0,0,110162,10975,0,0,606,21451,0,0,0,0,0,0,0,79918,7051,51433,0,0,671,0,0,0,0,382,0,0,59537,-20381,139455
373,Chatenay Malabry à pleine vie,2008,0,0,0,0,0,0,0,0,0,0,0,28193,484,30112,0,-19802,0,0,0,2491,0,0,330,30112,10609,0,0,0,12861,0,0,0,0,0,0,0,48766,0,16120,0,0,28,2844,0,7123,0,0,0,0,28964,-19802,77730
374,VIENNE AVENIR,2008,0,0,0,0,0,0,0,0,0,0,0,159767,0,159767,0,-33774,0,0,0,0,0,0,0,159767,0,0,0,36531,1232,0,0,0,110,0,0,0,104622,0,70848,0,0,0,0,0,0,0,0,0,0,70848,-33774,175470
377,LES AMIS DE RICHARD MALLIÉ,2008,0,0,0,1150,0,0,0,0,0,0,0,1189,0,2339,0,-7677,0,0,0,2894,0,0,0,2339,0,0,0,0,42510,0,0,0,0,0,0,0,52019,0,0,0,0,36142,0,0,8200,0,0,0,0,44342,-7677,96361
380,Régions et peuples solidaires,2008,0,0,0,0,0,0,0,0,0,47747,0,21080,0,68827,0,3516,0,0,0,6881,3069,386,0,68827,3389,0,0,523,14143,645,12543,5405,0,148,0,0,113684,2070,0,0,0,0,0,108867,4000,0,503,1760,0,117200,3516,230884
382,CONVENTION CITOYENNE,2008,0,0,0,0,15,0,0,0,0,49,0,15503,0,15567,0,8360,0,0,0,2784,535,0,0,15567,3354,0,0,219,5248,0,384,149,136,0,0,0,9490,6008,11013,0,0,829,0,0,0,0,0,0,0,17850,8360,27340
383,Unoin des victimes de l'état,2008,0,0,0,0,0,0,0,0,0,0,0,4771,0,4771,0,-2011,0,0,0,574,0,0,0,4771,0,0,0,584,1427,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,-2011,2011
387,Participation citoyenne,2008,0,0,0,0,0,30161,0,0,0,0,32359,2659,0,65179,0,9243,0,0,0,4776,0,0,0,65179,1055,0,0,142,10372,0,0,0,269,0,0,0,11838,0,0,0,0,19561,0,0,0,0,385,0,0,21081,9243,32919
390,DROIT DE CHASSE,2008,0,0,0,1180,0,0,0,0,0,0,0,49,0,1229,0,-688,0,0,0,0,0,370,0,1229,0,0,0,0,0,0,0,0,8,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,-688,688
394,ASSOCIATION POUR L'AVENIR DE LA HAUTE SAINTONGE ET DE LA SAINTONGE ATLANTIQUE ,2008,0,0,0,0,0,0,0,0,0,0,0,285,0,285,0,-281,0,0,0,0,0,0,0,285,0,0,0,0,1031,0,0,0,0,0,0,0,1031,750,0,0,0,0,0,0,0,0,0,0,0,750,-281,1781
398,CAP SUR L'AVENIR 13,2008,0,0,0,0,0,0,0,0,0,58367,21505,77090,0,156962,0,108897,0,0,0,23484,0,11813,0,156962,28677,0,0,2457,168693,0,0,0,345,17,0,0,465730,0,431682,0,0,142945,0,0,0,0,0,0,0,574627,108897,1040357
399,IDENTITÉ ET RÉPUBLIQUE,2008,0,0,0,3298,0,0,0,0,0,0,0,48596,0,51894,0,-11686,0,0,0,2995,0,0,0,51894,50084,0,0,880,30425,0,0,0,22,3000,0,0,100061,0,3700,28471,0,17405,38799,0,0,0,0,0,0,88375,-11686,188436
401,UMP,2008,299944,0,1146947,1224247,0,1319305,934604,71244,0,672342,655430,4659159,165639,11148861,0,10304529,973455,655234,22194568,3301948,1786362,597882,125774,11148861,6539734,0,0,0,17364272,1015360,6359912,3062138,1361545,72720,0,0,41803641,5437415,1721280,34484473,21400876,7409001,239278,178332,686444,1043872,63816,102616,313417,52108172,10304531,93911813
402,Rassemblement pour l'indépendance et la souveraineté de la France ,2008,0,0,0,0,0,0,0,0,0,0,0,22279,0,22279,0,-361,0,0,18,0,0,0,0,22279,7421,0,0,0,5799,0,0,0,0,0,0,0,13220,8767,300,0,0,2432,0,0,1063,0,0,0,0,12859,-361,26079
408,Réunion avenir une ambition pour la Réunion dans la France,2008,0,0,0,0,0,0,0,0,0,0,0,947,0,947,0,-11503,0,0,0,1760,0,0,0,947,0,0,0,0,4501,0,0,0,102,0,0,0,16753,0,0,0,0,5250,0,0,0,0,0,0,0,5250,-11503,22003
410,DEBOUT LA RÉPUBLIQUE,2008,538,0,0,27555,0,0,3000,0,0,0,160,150518,770,182541,0,96131,11220,0,0,20762,0,5428,0,182540,99672,0,0,11872,95113,0,6367,2528,0,0,0,0,220420,94615,0,0,0,59995,5843,126000,19780,9842,476,0,0,316551,96131,536971
413,Agir ensemble pour Levallois,2008,0,0,0,0,0,6000,0,0,0,0,0,950,0,6950,0,2125,0,0,0,2009,0,0,0,6950,0,0,0,528,6062,0,0,0,0,0,0,0,8599,2895,0,0,0,0,0,0,0,6682,0,1147,0,10724,2125,19323
417,ACTION SAVOIE PREMIÈRE,2008,0,0,0,1127,0,0,0,0,0,0,0,44340,0,45467,0,15186,0,0,0,0,0,0,0,45467,4673,0,0,3286,37301,0,0,0,10,0,0,0,47684,1790,0,0,0,200,22161,0,24553,0,66,0,0,62869,15185,110553
419,LA RELÈVE,2008,0,0,0,0,0,0,0,0,0,0,0,45612,0,45612,0,43978,0,0,0,5056,0,397,0,45612,0,0,0,0,3700,0,0,0,25,0,0,0,3725,0,0,47704,44492,0,0,0,0,0,0,0,0,47704,43978,51429
421,PARTITU DI A NAZIONE CORSA,2008,0,0,20907,281,0,10000,0,0,0,13768,274,41886,0,130851,0,-4554,0,0,65706,23322,8091,15917,9696,130851,0,0,0,112628,56492,3290,30936,5449,3907,3179,0,0,218037,18537,0,0,0,8022,0,9250,0,166294,490,911,0,213483,-4554,431520
424,ALLIANCE ROYALE,2008,0,0,0,0,0,0,0,2917,0,2385,0,4574,0,9981,0,-1720,0,0,0,182,0,0,0,9981,9974,0,0,1231,5004,0,0,0,494,0,0,0,17332,6614,0,0,0,2735,0,0,1022,2620,100,0,0,15612,-1720,32944
425,FORUM EUROPÉEN CLERMONT-FERRAND AUVERGNE,2008,0,0,974,2436,0,0,0,0,0,1625,0,50783,230,56048,0,-16337,0,0,0,2020,0,0,0,56048,0,0,0,0,25230,0,0,0,0,890,0,0,28272,0,0,0,0,10500,0,0,0,0,0,1435,0,11935,-16337,40207
426,UNION DES SOCIALISTES POUR MIDI-PYRÉNÉES,2008,0,0,0,295,0,0,305,0,0,0,0,119115,0,119715,0,11962,0,0,16303,4664,0,0,0,119716,29709,0,0,76,14031,0,0,0,203,0,0,0,69244,0,81200,0,0,0,0,0,0,0,6,0,0,81206,11962,150450
429,Gauche citoyenne,2008,0,0,0,0,0,0,0,0,0,0,0,892,0,892,0,-2064,0,0,0,420,0,0,0,892,0,0,0,0,3014,0,0,0,0,0,0,0,3014,950,0,0,0,0,0,0,0,0,0,0,0,950,-2064,3964
431,DESSINONS L'AVENIR AVEC ALAIN GIRARD,2008,0,0,0,0,0,0,0,0,0,0,0,4606,0,4606,0,-1518,0,0,0,598,0,0,0,4605,0,0,0,0,5451,0,0,0,0,0,0,0,22086,45,16844,0,0,3680,0,0,0,0,0,0,0,20569,-1517,42655
434,Vivre l'union ensemble à SAINT-MANDÉ-VINCENNES-FONTENAY-SOUS-BOIS,2008,0,0,0,0,0,0,0,0,0,0,0,1946,0,1946,0,-233,0,0,0,0,0,0,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,10011,2345,0,0,0,500,0,6933,0,0,0,0,0,9778,-233,19789
441,PARIS DEMAIN,2008,0,0,0,0,0,0,0,0,0,0,0,9603,0,9603,0,-13501,0,0,0,0,0,0,0,9603,889,0,0,0,3588,0,0,0,0,24,0,0,13501,0,0,0,0,0,0,0,0,0,0,0,0,0,-13501,13501
442,Batir le pays Martinique,2008,0,0,0,10510,0,0,640,0,0,0,0,82115,0,93265,0,-25717,0,0,0,4069,0,0,0,93265,8075,0,0,499,20006,0,0,0,0,0,0,0,34032,2580,686,4892,0,0,0,0,0,0,0,0,0,8315,-25717,42347
452,VITRY RENOUVEAU,2008,0,0,0,0,0,0,0,0,0,0,0,2539,0,2539,0,-1537,0,0,0,0,0,0,0,2539,8647,0,0,726,1184,0,0,0,0,0,0,0,10557,1770,263,0,0,3689,0,0,2766,0,0,0,0,9020,-1537,19577
455,LA FRANCE EN ACTION,2008,0,0,0,4020,0,0,1000,20896,0,1700,0,1029,0,28645,0,-215078,0,0,0,4147,11566,1323127,0,28645,16593,0,0,18165,99408,253,0,0,83605,954,0,0,232194,9905,0,0,0,1451,0,0,0,0,0,2507,0,17116,-215078,249310
456,AUJOURD'HUI AUTREMENT,2008,0,0,0,0,0,0,0,0,0,0,0,274,0,274,1793,-1519,0,0,0,0,0,0,0,274,0,0,0,0,2989,0,0,0,0,0,0,0,2989,630,0,0,0,240,0,600,0,0,0,0,0,1470,-1519,4459
457,POUR PARIS,2008,0,0,0,0,0,0,0,0,0,0,0,3810,0,3810,0,-4011,0,0,0,0,0,2272,0,3810,0,0,0,274,7737,0,0,0,0,0,0,0,8011,0,4000,0,0,0,0,0,0,0,0,0,0,4000,-4011,12011
460,UNION POUR AIX,2008,0,0,0,0,0,0,0,0,0,400,0,7869,11,8280,0,5975,0,0,0,3336,0,0,0,8280,9269,0,0,150,4888,0,0,0,0,4,0,0,25904,0,0,0,0,31867,0,0,0,0,0,12,0,31879,5975,57783
463,TE' AVEI' A,2008,0,0,0,133,0,0,0,0,0,0,0,1332,0,1491,0,-5955,0,0,0,276,0,18,0,1491,0,0,0,15532,1321,0,0,0,99,0,0,0,27271,2590,0,906,0,0,0,0,17818,0,0,0,0,21315,-5955,48587
465,Non à la Turquie dans l'Europe,2008,0,0,0,0,0,0,0,0,0,0,0,4998,0,4998,0,-2861,0,0,0,0,0,0,0,4998,0,0,0,0,2861,0,0,0,0,0,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,-2861,2861
468,CHANGEONS VILLEURBANNE,2008,0,0,0,0,0,0,30,0,0,0,698,0,31,759,0,563,0,0,0,0,0,32,0,759,1828,0,0,0,6409,9,0,0,0,0,0,0,8246,0,0,0,0,7120,233,0,1456,0,0,0,0,8809,563,17055
469,MASSY POUR VOUS,2008,0,0,0,0,0,0,0,0,0,0,0,7446,0,7446,0,-6901,0,0,0,0,0,2280,0,7446,0,0,0,59,14149,0,0,0,0,0,0,0,14208,1694,4529,0,0,994,0,0,0,0,90,0,0,7307,-6901,21515
470,UNION POUR LE VAL D'OISE,2008,0,0,0,0,0,0,0,0,0,0,0,4119,0,4119,0,2053,0,0,0,3286,0,0,0,4119,902,0,0,0,1205,0,0,0,0,0,0,0,2107,3650,510,0,0,0,0,0,0,0,0,0,0,4160,2053,6267
471,PARTI RÉPUBLICAIN CHRÉTIEN,2008,0,0,0,308,0,0,0,0,0,0,0,5647,137,6192,0,-300,0,0,0,848,0,3163,0,6192,0,0,0,0,13358,0,0,146,0,0,0,0,13704,13404,0,0,0,0,0,0,0,0,0,0,0,13404,-300,27108
472,Nouvelle donne,2008,0,0,0,0,0,0,8582,0,0,0,0,8891,3907,21380,0,-19679,0,0,0,47894,5651,0,0,21380,98322,0,0,0,69997,0,0,0,0,0,0,0,389150,850,0,0,0,214931,0,80000,0,72990,0,0,0,369471,-19679,758621
479,VIVRE MIEUX,2008,0,0,0,3332,0,0,0,0,0,19,0,13695,0,17046,447,11126,0,0,0,442,0,0,0,17046,2503,0,0,443,3754,0,0,0,78,0,770,0,8048,0,0,0,0,11300,0,0,7474,0,0,0,0,19174,11126,27222
480,PARTI POPULISTE- LA RELÈVE NATIONALE,2008,107,0,0,46,0,42162,0,0,0,0,0,31678,0,83369,0,1811,0,0,80881,0,0,0,0,83368,4710,0,0,0,24043,0,0,0,0,0,2344,0,43415,3066,0,0,0,24910,0,0,5300,230,0,0,0,45226,1811,88641
481,NO OE E TE NUNA'A,2008,0,0,0,0,0,0,0,0,0,7992,0,428,0,10926,0,4791,0,0,0,4523,0,0,0,10926,0,0,0,0,39220,161,0,0,0,0,0,0,40546,14202,0,7935,0,0,0,0,23200,0,0,0,0,45337,4791,85883
