nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat_debut,mandat_fin
Cécile Delpirou,1964-03-23,80,2,la republique en marche,525.0,0,2020-08-07,2022-06-21
Stéphanie Atger,1975-10-11,91,6,la republique en marche,478.0,0,2019-05-01,2022-06-21
Bastien Coriton,1981-09-12,76,5,non-inscrits,520.0,0,2020-06-18,2020-06-23
Michèle Victory,1958-10-28,07,2,parti socialiste,512.0,0,2017-12-25,2022-06-21
Catherine Pujol,1960-04-06,66,2,non-inscrits,59.0,2,2020-08-03,2022-06-21
Antoine Savignat,1975-07-22,95,1,les republicains,70.0,1,2018-02-05,2022-06-21
Jacques Rey,1942-10-17,74,2,la republique en marche,480.0,0,2022-01-30,2022-06-21
Sylvie Tolmont,1962-10-09,72,4,parti socialiste,577.0,1,2018-07-12,2022-06-21
Jean-Louis Thiériot,1969-06-26,77,3,les republicains,129.0,3,2018-07-16,2022-06-21
Jean-Luc Poudroux,1950-08-29,974,7,les republicains,140.0,0,2018-10-01,2022-06-21
Nathalie Porte,1973-02-02,14,3,les republicains,1.0,1,2020-07-28,2022-06-21
Manuéla Kéclard-Mondésir,1971-05-06,972,2,democratie et republique,596.0,1,2018-04-24,2022-06-21
Pascal Lavergne,1967-08-28,33,12,la republique en marche,525.0,2,2018-11-17,2020-08-03
Patricia Lemoine,1961-12-30,77,5,alliance ecologiste independante,147.0,2,2018-11-17,2022-06-21
Claire Bouchet,1954-01-09,05,2,la republique en marche,486.0,0,2020-08-27,2022-06-21
Pascal Brindeau,1974-06-20,41,3,union des democrates et independants,123.0,0,2019-01-10,2022-06-21
Françoise Ballet-Blu,1964-03-09,86,1,la republique en marche,410.0,0,2020-08-25,2022-06-21
Stéphane Vojetta,1974-07-19,999,5,la republique en marche,399.0,0,2021-10-06,2022-06-21
Sylvie Bouchet Bellecourt,1957-07-03,77,2,les republicains,25.0,1,2020-06-23,2022-06-21
Souad Zitouni,1974-04-23,84,1,la republique en marche,536.0,0,2020-03-30,2022-06-21
Claudia Rouaux,1963-10-13,35,3,parti socialiste,511.0,1,2020-02-12,2022-06-21
Nathalie Serre,1968-08-17,69,8,les republicains,127.0,1,2020-06-18,2022-06-21
Nicolas Meizonnet,1983-12-22,30,2,non-inscrits,58.0,2,2020-02-01,2022-06-21
Sandra Boëlle,1961-05-26,75,14,les republicains,24.0,2,2020-05-28,2022-06-21
Philippe Naillet,1960-08-14,974,1,parti socialiste,505.0,1,2020-07-14,2022-06-21
Chantal Jourdan,1958-09-02,61,1,parti socialiste,516.0,1,2020-08-03,2022-06-21
Edith Audibert,1948-03-07,83,3,les republicains,149.0,0,2020-08-03,2022-06-21
Bernard Bouley,1950-07-11,91,2,les republicains,47.0,2,2020-08-05,2022-06-21
Ludovic Loquet,1965-02-04,62,6,non-inscrits,410.0,0,2020-08-07,2020-09-27
David Corceiro,1977-08-03,95,6,mouvement democrate,198.0,2,2020-08-27,2022-04-05
Marie Silin,1978-10-04,75,12,la republique en marche,571.0,0,2020-08-27,2022-06-21
Sylvain Templier,1971-12-27,52,1,la republique en marche,600.0,0,2020-08-27,2022-06-21
Gérard Leseul,1960-08-15,76,5,parti socialiste,520.0,0,2020-09-28,2022-06-21
Philippe Benassaya,1964-08-04,78,11,les republicains,118.0,2,2020-09-28,2022-06-21
Anne-Laure Blin,1983-06-12,49,3,les republicains,36.0,0,2020-09-28,2022-06-21
Yves Hemedinger,1965-10-23,68,1,les republicains,72.0,1,2020-09-28,2022-06-21
Isabelle Santiago,1965-09-20,94,9,parti socialiste,510.0,0,2020-09-28,2022-06-21
Karine Lebon,1985-06-09,974,2,democratie et republique,594.0,1,2020-09-28,2022-06-21
Julien Ravier,1978-02-16,13,1,les republicains,139.0,2,2020-10-08,2022-06-21
Grégory Labille,1968-07-10,80,5,union des democrates et independants,130.0,0,2020-10-08,2022-06-21
Muriel Roques-Etienne,1979-03-05,81,1,la republique en marche,469.0,0,2020-10-08,2022-06-21
Emmanuel Blairy,1986-03-14,62,3,non-inscrits,240.0,0,2022-01-07,2022-06-21
Maud Gatel,1979-04-06,75,11,mouvement democrate,257.0,1,2021-01-13,2022-06-21
Catherine Daufès-Roux,1963-04-24,30,5,la republique en marche,243.0,0,2021-06-28,2022-06-21
Myriane Houplain,1946-06-05,62,10,non-inscrits,56.0,0,2021-04-22,2022-06-21
Luc Lamirault,1962-05-12,28,3,alliance ecologiste independante,156.0,2,2021-01-22,2022-06-21
Christelle Petex-Levet,1980-09-02,74,3,les republicains,21.0,0,2021-08-01,2022-06-21
Lamia El Aaraje,1986-11-22,75,15,parti socialiste,517.0,1,2021-06-07,2022-01-28
Sophie Métadier,1961-04-26,37,3,union des democrates et independants,133.0,2,2021-06-07,2022-06-21
Victor Habert-Dassault,1992-07-12,60,1,les republicains,64.0,0,2021-06-07,2022-06-21
Sébastien David,1976-06-27,12,3,les republicains,23.0,0,2021-08-01,2021-09-14
Thibault Bazin,1984-10-27,54,4,les republicains,109.0,0,2022-06-22,2024-06-09
Jean-Victor Castor,1962-04-21,973,1,democratie et republique,594.0,0,2022-06-22,2024-06-09
Benoit Mournet,1986-01-16,65,2,renaissance,308.0,0,2022-06-22,2024-06-09
Nicolas Meizonnet,1983-12-22,30,2,rassemblement national,33.0,0,2022-06-22,2024-06-09
Marc Fesneau,1971-01-11,41,1,mouvement democrate,165.0,0,2022-06-22,2022-07-22
Sylvain Carrière,1991-05-21,34,8,la france insoumise,621.0,0,2022-06-22,2024-06-09
Johnny Hajjar,1973-01-17,972,3,parti socialiste,460.0,0,2022-06-22,2024-06-09
Marie Pochon,1990-05-04,26,3,europe ecologie les verts,500.0,0,2022-06-22,2024-06-09
Luc Lamirault,1962-05-12,28,3,horizons,204.0,0,2022-06-22,2024-06-09
Danielle Simonnet,1971-07-02,75,15,la france insoumise,549.0,0,2022-06-22,2024-06-09
Frank Giletti,1973-03-01,83,6,rassemblement national,148.0,0,2022-06-22,2024-06-09
Laurence Maillart-Méhaignerie,1967-04-05,35,2,renaissance,329.0,0,2022-06-22,2024-06-09
Maud Gatel,1979-04-06,75,11,mouvement democrate,262.0,0,2022-06-22,2024-06-09
Benjamin Lucas-Lundy,1990-10-08,78,8,europe ecologie les verts,516.0,0,2022-06-22,2024-06-09
Sarah Legrain,1985-11-17,75,16,la france insoumise,602.0,0,2022-06-22,2024-06-09
Laurent Alexandre,1973-06-09,12,2,la france insoumise,571.0,0,2022-06-22,2024-06-09
Olivier Véran,1980-04-22,38,1,renaissance,343.0,0,2024-02-10,2024-06-09
Danièle Obono,1980-07-12,75,17,la france insoumise,600.0,0,2022-06-22,2024-06-09
Delphine Lingemann,1972-11-14,63,4,mouvement democrate,166.0,0,2022-06-22,2024-06-09
Xavier Roseren,1970-01-12,74,6,renaissance,446.0,0,2022-06-22,2024-06-09
Olivier Faure,1968-08-18,77,11,parti socialiste,508.0,0,2022-06-22,2024-06-09
Paul Christophe,1971-02-10,59,14,horizons,197.0,0,2022-06-22,2024-06-09
Thomas Cazenave,1978-03-06,33,1,renaissance,331.0,0,2022-06-22,2023-08-20
Pierre Vatin,1967-08-21,60,5,les republicains,102.0,0,2022-06-22,2024-06-09
Marie-France Lorho,1964-12-15,84,4,rassemblement national,54.0,0,2022-06-22,2024-06-09
Frédéric Descrozaille,1967-04-16,94,1,renaissance,344.0,0,2022-06-22,2024-06-09
Thomas Rudigoz,1971-01-11,69,1,renaissance,420.0,0,2022-06-22,2024-06-09
Sophie Errante,1971-07-22,44,10,renaissance,415.0,0,2022-06-22,2024-06-09
Damien Abad,1980-04-05,01,5,renaissance,412.0,0,2022-06-22,2024-06-09
Pierre Meurin,1989-11-30,30,4,rassemblement national,9.0,0,2022-06-22,2024-06-09
José Gonzalez,1943-04-28,13,10,rassemblement national,126.0,0,2022-06-22,2024-06-09
Laurent Jacobelli,1969-10-13,57,8,rassemblement national,78.0,0,2022-06-22,2024-06-09
Philippe Bolo,1967-03-25,49,7,mouvement democrate,184.0,0,2022-06-22,2024-06-09
Hervé de Lépinau,1969-06-08,84,3,rassemblement national,62.0,0,2022-06-22,2024-06-09
Victor Catteau,1995-09-18,59,5,rassemblement national,48.0,0,2022-06-22,2024-06-09
Stella Dupont,1973-11-03,49,2,renaissance,417.0,0,2022-06-22,2024-06-09
Julien Bayou,1980-06-11,75,5,non-inscrits,524.0,0,2022-06-22,2024-06-09
Bénédicte Taurine,1976-06-18,09,1,la france insoumise,520.0,0,2022-06-22,2023-01-27
Charles Fournier,1968-03-10,37,1,europe ecologie les verts,495.0,0,2022-06-22,2024-06-09
Jean-Philippe Ardouin,1964-03-05,17,3,renaissance,313.0,0,2022-06-22,2024-06-09
Philippe Lottiaux,1966-08-14,83,4,rassemblement national,22.0,0,2022-06-22,2024-06-09
Jérémie Iordanoff,1983-02-02,38,5,europe ecologie les verts,512.0,0,2022-06-22,2024-06-09
Frédéric Boccaletti,1973-11-23,83,7,rassemblement national,5.0,0,2022-06-22,2024-06-09
Valérie Rabault,1973-04-25,82,1,parti socialiste,515.0,0,2022-06-22,2024-06-09
Véronique Louwagie,1961-03-20,61,2,les republicains,92.0,0,2022-06-22,2024-06-09
Franck Allisio,1980-08-04,13,12,rassemblement national,14.0,0,2022-06-22,2024-06-09
Sabine Thillaye,1959-05-18,37,5,mouvement democrate,169.0,0,2022-06-22,2024-06-09
Pierrick Berteloot,1999-01-11,59,15,rassemblement national,20.0,0,2022-06-22,2024-06-09
Caroline Colombier,1957-08-22,16,3,rassemblement national,127.0,0,2022-06-22,2024-06-09
Mohamed Laqhila,1959-08-03,13,11,mouvement democrate,173.0,0,2022-06-22,2024-06-09
Nicolas Sansu,1968-06-17,18,2,democratie et republique,513.0,0,2022-06-22,2024-06-09
Xavier Albertini,1970-01-28,51,1,horizons,198.0,0,2022-06-22,2024-06-09
Julien Dive,1985-05-21,02,2,les republicains,81.0,0,2022-06-22,2024-06-09
David Amiel,1992-11-28,75,13,renaissance,259.0,0,2022-06-22,2024-06-09
Valérie Bazin-Malgras,1969-10-31,10,2,les republicains,122.0,0,2022-06-22,2024-06-09
Charlotte Parmentier-Lecocq,1977-07-17,59,6,renaissance,334.0,0,2022-06-22,2024-06-09
Yaël Braun-Pivet,1970-12-07,78,5,renaissance,480.0,0,2022-06-22,2024-06-09
Patrick Vignal,1958-01-22,34,9,renaissance,300.0,0,2022-06-22,2024-06-09
Fabien Di Filippo,1986-08-23,57,4,les republicains,80.0,0,2022-06-22,2024-06-09
François Gernigon,1961-04-02,49,1,horizons,201.0,0,2022-06-22,2024-06-09
Idir Boumertit,1974-10-04,69,14,la france insoumise,619.0,0,2022-06-22,2024-06-09
Francis Dubois,1961-11-28,19,1,les republicains,224.0,0,2022-06-22,2024-06-09
Maxime Laisney,1981-01-19,77,10,la france insoumise,568.0,0,2022-06-22,2024-06-09
Emmanuel Blairy,1986-03-14,62,1,rassemblement national,67.0,0,2022-06-22,2024-06-09
Fadila Khattabi,1962-02-23,21,3,renaissance,303.0,0,2022-06-22,2023-08-20
Rodrigo Arenas,1974-04-24,75,10,la france insoumise,610.0,0,2022-06-22,2024-06-09
Sabrina Sebaihi,1981-05-10,92,4,europe ecologie les verts,499.0,0,2022-06-22,2024-06-09
Émilie Chandler,1983-04-29,95,1,renaissance,403.0,0,2022-06-22,2024-06-09
David Guiraud,1992-11-18,59,8,la france insoumise,566.0,0,2022-06-22,2024-06-09
Stéphane Mazars,1969-03-25,12,1,renaissance,387.0,0,2022-06-22,2024-06-09
Caroline Abadie,1976-09-07,38,8,renaissance,413.0,0,2022-06-22,2024-06-09
Jérôme Guedj,1972-01-23,91,6,parti socialiste,509.0,0,2022-06-22,2024-06-09
Ludovic Mendes,1987-04-11,57,2,renaissance,455.0,0,2022-06-22,2024-06-09
Éric Poulliat,1974-07-09,33,6,renaissance,416.0,0,2022-06-22,2024-06-09
Laurence Vichnievsky,1955-02-05,63,3,mouvement democrate,249.0,0,2022-06-22,2024-06-09
Pascale Bordes,1961-10-15,30,3,rassemblement national,25.0,0,2022-06-22,2024-06-09
Bruno Studer,1978-06-18,67,3,renaissance,267.0,0,2022-06-22,2024-06-09
Sophie Panonacle,1968-12-16,33,8,renaissance,438.0,0,2022-06-22,2024-06-09
Anna Pic,1978-06-04,50,4,parti socialiste,510.0,0,2022-06-22,2024-06-09
Aymeric Caron,1971-12-04,75,18,la france insoumise,528.0,0,2022-06-22,2024-06-09
Emmanuel Pellerin,1970-08-20,92,9,renaissance,488.0,0,2022-06-22,2024-06-09
Benjamin Haddad,1985-10-23,75,14,renaissance,261.0,0,2022-06-22,2024-06-09
Anne-Cécile Violland,1973-06-10,74,5,horizons,207.0,0,2022-06-22,2024-06-09
Isabelle Périgault,1971-09-04,77,4,les republicains,144.0,0,2022-06-22,2024-06-09
Hubert Julien-Laferrière,1966-02-27,69,2,non-inscrits,640.0,0,2022-06-22,2024-06-09
Josy Poueyto,1954-01-13,64,1,mouvement democrate,263.0,0,2022-06-22,2024-06-09
Martine Etienne,1956-06-22,54,3,la france insoumise,519.0,0,2022-06-22,2024-06-09
Marietta Karamanli,1964-12-18,72,2,parti socialiste,462.0,0,2022-06-22,2024-06-09
Philippe Dunoyer,1968-01-11,988,1,renaissance,357.0,0,2022-06-22,2024-06-09
Steve Chailloux,1985-11-04,987,2,democratie et republique,580.0,0,2022-06-22,2024-06-09
Jean-Marc Zulesi,1988-06-06,13,8,renaissance,374.0,0,2022-06-22,2024-06-09
Emeline K/Bidi,1987-05-13,974,4,democratie et republique,578.0,0,2022-06-22,2024-06-09
Michaël Taverne,1979-03-10,59,12,rassemblement national,23.0,0,2022-06-22,2024-06-09
Pascale Boyer,1965-09-28,05,1,renaissance,389.0,0,2022-06-22,2024-06-09
Alexis Corbière,1968-08-17,93,7,la france insoumise,599.0,0,2022-06-22,2024-06-09
David Valence,1981-10-07,88,2,renaissance,293.0,0,2022-06-22,2024-06-09
Jean-Louis Thiériot,1969-06-26,77,3,les republicains,223.0,0,2022-06-22,2024-06-09
Meyer Habib,1961-04-28,999,8,les republicains,112.0,0,2023-04-17,2024-06-09
Emmanuelle Anthoine,1964-07-02,26,4,les republicains,124.0,0,2022-06-22,2024-06-09
Julie Lechanteux,1977-12-22,83,5,rassemblement national,27.0,0,2022-06-22,2024-06-09
Dominique Faure,1959-08-28,31,10,renaissance,486.0,0,2022-06-22,2022-08-04
Annie Vidal,1956-09-17,76,2,renaissance,350.0,0,2022-06-22,2024-06-09
Jean-Jacques Gaultier,1963-07-13,88,4,les republicains,213.0,0,2022-06-22,2024-06-09
Vincent Thiébaut,1972-05-23,67,9,horizons,205.0,0,2022-06-22,2024-06-09
Manon Meunier,1996-03-30,87,3,la france insoumise,642.0,0,2022-06-22,2024-06-09
Karine Lebon,1985-06-09,974,2,democratie et republique,576.0,0,2022-06-22,2024-06-09
Pierre Cazeneuve,1995-03-11,92,7,renaissance,345.0,0,2022-06-22,2024-06-09
Marine Le Pen,1968-08-05,62,11,rassemblement national,35.0,0,2022-06-22,2024-06-09
Marjolaine Meynier-Millefert,1982-09-30,38,10,renaissance,359.0,0,2022-06-22,2024-06-09
Marie-Christine Dalloz,1958-01-10,39,2,les republicains,89.0,0,2022-06-22,2024-06-09
Blandine Brocard,1981-11-03,69,5,mouvement democrate,185.0,0,2022-06-22,2024-06-09
François Jolivet,1966-03-21,36,1,horizons,182.0,0,2022-06-22,2024-06-09
Emmanuel Maquet,1968-06-02,80,3,les republicains,147.0,0,2022-06-22,2024-06-09
Bénédicte Auzanot,1972-08-05,84,2,rassemblement national,15.0,0,2022-06-22,2024-06-09
Jean-Pierre Vigier,1969-10-22,43,2,les republicains,108.0,0,2022-06-22,2024-06-09
Jérémie Patrier-Leitus,1989-03-07,14,3,horizons,212.0,0,2022-06-22,2024-06-09
Christophe Bentz,1987-07-04,52,1,rassemblement national,59.0,0,2022-06-22,2024-06-09
Alexandre Portier,1990-04-21,69,9,les republicains,120.0,0,2022-06-22,2024-06-09
Yannick Chenevard,1959-11-27,83,1,renaissance,458.0,0,2022-06-22,2024-06-09
Olivier Dussopt,1978-08-16,07,2,renaissance,251.0,0,2024-02-12,2024-06-09
Maxime Minot,1987-07-20,60,7,les republicains,105.0,0,2022-06-22,2024-06-09
Béatrice Piron,1965-08-30,78,3,renaissance,371.0,0,2022-06-22,2024-06-09
Annick Cousin,1973-08-07,47,3,rassemblement national,30.0,0,2022-06-22,2024-06-09
Frédéric Mathieu,1977-11-06,35,1,la france insoumise,570.0,0,2022-06-22,2024-06-09
Sylvie Ferrer,1967-11-06,65,1,la france insoumise,624.0,0,2022-06-22,2024-06-09
Philippe Ballard,1960-11-24,60,2,rassemblement national,28.0,0,2022-06-22,2024-06-09
Jean-François Portarrieu,1965-10-14,31,5,horizons,191.0,0,2022-06-22,2024-06-09
Dominique Da Silva,1968-06-30,95,7,renaissance,367.0,0,2022-06-22,2024-06-09
Jean-Michel Jacques,1968-02-29,56,6,renaissance,466.0,0,2022-06-22,2024-06-09
Timothée Houssin,1988-07-29,27,5,rassemblement national,143.0,0,2022-06-22,2024-06-09
Pieyre-Alexandre Anglade,1986-11-02,999,4,renaissance,335.0,0,2022-06-22,2024-06-09
Justine Gruet,1989-10-23,39,3,les republicains,217.0,0,2022-06-22,2024-06-09
Stéphane Viry,1969-10-14,88,1,les republicains,135.0,0,2022-06-22,2024-06-09
Marie-Agnès Poussier-Winsback,1967-03-25,76,9,horizons,189.0,0,2022-06-22,2024-06-09
Guillaume Vuilletet,1967-06-20,95,2,renaissance,331.0,0,2022-06-22,2024-06-09
Marie-Pierre Rixain,1977-01-18,91,4,renaissance,349.0,0,2022-06-22,2024-06-09
Manuel Bompard,1986-03-30,13,4,la france insoumise,539.0,0,2022-06-22,2024-06-09
Fatiha Keloua Hachi,1971-06-05,93,8,parti socialiste,453.0,0,2022-06-22,2024-06-09
Thierry Benoit,1966-09-13,35,6,horizons,195.0,0,2022-06-22,2024-06-09
Joris Hébrard,1982-05-31,84,1,rassemblement national,119.0,0,2022-06-22,2023-06-03
Éric Ciotti,1965-09-28,06,1,les republicains,93.0,0,2022-06-22,2024-06-09
Thierry Frappé,1952-05-23,62,10,rassemblement national,117.0,0,2022-06-22,2024-06-09
Jean Terlier,1977-03-02,81,3,renaissance,352.0,0,2022-06-22,2024-06-09
Perrine Goulet,1978-03-19,58,1,mouvement democrate,179.0,0,2022-06-22,2024-06-09
José Beaurain,1971-07-27,02,4,rassemblement national,75.0,0,2022-06-22,2024-06-09
Bruno Millienne,1959-11-28,78,9,mouvement democrate,186.0,0,2022-06-22,2024-06-09
Christine Decodts,1966-05-19,59,13,renaissance,479.0,0,2022-06-22,2024-06-09
Gabriel Amard,1967-05-05,69,6,la france insoumise,544.0,0,2022-06-22,2024-06-09
Philippe Pradal,1963-02-01,06,3,horizons,210.0,0,2022-06-22,2024-06-09
Julie Laernoes,1982-07-03,44,4,europe ecologie les verts,511.0,0,2022-06-22,2024-06-09
Antoine Léaument,1989-09-04,91,10,la france insoumise,645.0,0,2022-06-22,2024-06-09
Ségolène Amiot,1986-02-23,44,3,la france insoumise,534.0,0,2022-06-22,2024-06-09
Véronique Riotton,1969-11-02,74,1,renaissance,456.0,0,2022-06-22,2024-06-09
Grégoire de Fournas,1985-03-19,33,5,rassemblement national,26.0,0,2022-06-22,2024-06-09
Mélanie Thomin,1984-06-04,29,6,parti socialiste,523.0,0,2022-06-22,2024-06-09
Stéphane Delautrette,1972-09-20,87,2,parti socialiste,552.0,0,2022-06-22,2024-06-09
Frédéric Maillot,1986-11-15,974,6,democratie et republique,577.0,0,2022-06-22,2024-06-09
Frédéric Cabrolier,1966-10-12,81,1,rassemblement national,8.0,0,2022-06-22,2024-06-09
Philippe Vigier,1958-02-03,28,4,mouvement democrate,174.0,0,2024-02-12,2024-06-09
Frantz Gumbs,1954-01-21,977,1,mouvement democrate,287.0,0,2022-06-22,2024-06-09
Jean-Paul Lecoq,1958-10-13,76,8,democratie et republique,586.0,0,2022-06-22,2024-06-09
Elsa Faucillon,1981-08-06,92,1,democratie et republique,593.0,0,2022-06-22,2024-06-09
Pascal Lavergne,1967-08-28,33,12,renaissance,436.0,0,2022-06-22,2024-06-09
Guillaume Garot,1966-05-29,53,1,parti socialiste,522.0,0,2022-06-22,2024-06-09
Agnès Firmin Le Bodo,1968-11-20,76,7,horizons,203.0,0,2024-02-12,2024-06-09
Nicolas Turquois,1972-07-26,86,4,mouvement democrate,284.0,0,2022-06-22,2024-06-09
Carole Grandjean,1983-05-18,54,1,renaissance,474.0,0,2024-02-12,2024-06-09
Jiovanny William,1985-06-03,972,1,democratie et republique,597.0,0,2022-06-22,2024-06-09
Christophe Blanchet,1973-04-09,14,4,mouvement democrate,268.0,0,2022-06-22,2024-06-09
Sandra Marsaud,1974-01-02,16,2,renaissance,377.0,0,2022-06-22,2024-06-09
Maud Bregeon,1991-02-11,92,13,renaissance,423.0,0,2022-06-22,2024-06-09
Christine Le Nabour,1964-10-28,35,5,renaissance,325.0,0,2022-06-22,2024-06-09
Émilie Bonnivard,1980-08-02,73,3,les republicains,106.0,0,2022-06-22,2024-06-09
Emeric Salmon,1973-11-26,70,2,rassemblement national,1.0,0,2022-06-22,2024-06-09
Céline Calvez,1979-07-24,92,5,renaissance,418.0,0,2022-06-22,2024-06-09
Boris Vallaud,1975-07-25,40,3,parti socialiste,514.0,0,2022-06-22,2024-06-09
Jean-René Cazeneuve,1958-06-09,32,1,renaissance,421.0,0,2022-06-22,2024-06-09
Gisèle Lelouis,1952-03-10,13,3,rassemblement national,152.0,0,2022-06-22,2024-06-09
Romain Daubié,1980-05-05,01,2,mouvement democrate,305.0,0,2022-06-22,2024-06-09
Hélène Laporte,1978-12-29,47,2,rassemblement national,116.0,0,2022-06-22,2024-06-09
Françoise Buffet,1953-12-11,67,4,renaissance,273.0,0,2022-06-22,2024-06-09
Cyrielle Chatelain,1987-07-15,38,2,europe ecologie les verts,517.0,0,2022-06-22,2024-06-09
Thomas Portes,1985-11-18,93,3,la france insoumise,633.0,0,2022-06-22,2024-06-09
Edwige Diaz,1987-10-15,33,11,rassemblement national,16.0,0,2022-06-22,2024-06-09
Jean-Paul Mattei,1954-03-21,64,2,mouvement democrate,180.0,0,2022-06-22,2024-06-09
Quentin Bataillon,1993-09-09,42,1,renaissance,362.0,0,2022-06-22,2024-06-09
Yannick Monnet,1975-10-07,03,1,democratie et republique,591.0,0,2022-06-22,2024-06-09
Nicole Le Peih,1959-09-28,56,3,renaissance,428.0,0,2022-06-22,2024-06-09
Christophe Marion,1973-04-25,41,3,renaissance,481.0,0,2022-06-22,2024-06-09
Matthieu Marchio,1993-06-08,59,16,rassemblement national,51.0,0,2022-06-22,2024-06-09
Gabriel Attal,1989-03-16,92,10,renaissance,484.0,0,2022-06-22,2022-07-22
Jordan Guitton,1995-01-30,10,1,rassemblement national,50.0,0,2022-06-22,2024-06-09
Estelle Youssouffa,1978-07-31,976,1,"libertes, independants, outre-mer et territoires",225.0,0,2022-06-22,2024-06-09
Pascal Lecamp,1958-04-06,86,3,mouvement democrate,294.0,0,2022-06-22,2024-06-09
Angélique Ranc,1988-03-16,10,3,rassemblement national,10.0,0,2022-06-22,2024-06-09
Victor Habert-Dassault,1992-07-12,60,1,les republicains,110.0,0,2022-06-22,2024-06-09
Patrick Hetzel,1964-07-02,67,7,les republicains,77.0,0,2022-06-22,2024-06-09
Jean-Louis Bourlanges,1946-07-13,92,12,mouvement democrate,171.0,0,2022-06-22,2024-06-09
Stéphane Lenormand,1964-08-13,975,1,"libertes, independants, outre-mer et territoires",240.0,0,2022-06-22,2024-06-09
Corinne Vignon,1963-06-10,31,3,renaissance,386.0,0,2022-06-22,2024-06-09
Thibaut François,1989-12-10,59,17,rassemblement national,24.0,0,2022-06-22,2024-06-09
Danielle Brulebois,1947-07-04,39,1,renaissance,419.0,0,2022-06-22,2024-06-09
Michel Lauzzana,1957-03-20,47,1,renaissance,394.0,0,2022-06-22,2024-06-09
Anne Genetet,1963-04-20,999,11,renaissance,346.0,0,2022-06-22,2024-06-09
Davy Rimane,1979-12-15,973,2,democratie et republique,595.0,0,2022-06-22,2024-06-09
Marie Guévenoux,1976-11-02,91,9,renaissance,492.0,0,2022-06-22,2024-03-08
Louis Boyard,2000-08-26,94,3,la france insoumise,630.0,0,2022-06-22,2024-06-09
Sophie Blanc,1968-02-20,66,1,rassemblement national,40.0,0,2022-06-22,2024-06-09
Élise Leboucher,1982-10-09,72,4,la france insoumise,538.0,0,2022-06-22,2024-06-09
Philippe Brun,1991-10-16,27,4,parti socialiste,550.0,0,2022-06-22,2024-06-09
André Villiers,1954-12-13,89,2,horizons,193.0,0,2022-06-22,2024-06-09
Sandrine Le Feur,1991-03-18,29,4,renaissance,388.0,0,2022-06-22,2024-06-09
Géraldine Bannier,1979-11-22,53,2,mouvement democrate,163.0,0,2022-06-22,2024-06-09
Roland Lescure,1966-11-26,999,1,renaissance,393.0,0,2022-06-22,2022-08-04
Moetai Brotherson,1969-10-22,987,3,democratie et republique,582.0,0,2022-06-22,2023-06-09
Pascale Martin,1961-08-24,24,1,la france insoumise,629.0,0,2022-06-22,2024-06-09
Philippe Schreck,1972-02-02,83,8,rassemblement national,128.0,0,2022-06-22,2024-06-09
Aurélien Pradié,1986-03-14,46,1,les republicains,82.0,0,2022-06-22,2024-06-09
Jean-Philippe Nilor,1965-05-15,972,4,la france insoumise,632.0,0,2022-06-22,2024-06-09
Bruno Bilde,1976-09-22,62,12,rassemblement national,52.0,0,2022-06-22,2024-06-09
Christian Girard,1952-05-07,04,1,rassemblement national,70.0,0,2022-06-22,2024-06-09
Yannick Favennec-Bécot,1958-08-12,53,3,"libertes, independants, outre-mer et territoires",219.0,0,2022-06-22,2024-06-09
François Cormier-Bouligeon,1972-11-19,18,1,renaissance,448.0,0,2022-06-22,2024-06-09
Aurélien Lopez-Liguori,1993-05-17,34,7,rassemblement national,38.0,0,2022-06-22,2024-06-09
Marina Ferrari,1973-10-10,73,1,mouvement democrate,269.0,0,2022-06-22,2024-03-08
Jimmy Pahun,1962-05-15,56,2,mouvement democrate,176.0,0,2022-06-22,2024-06-09
Jean-François Coulomme,1966-04-01,73,4,la france insoumise,533.0,0,2022-06-22,2024-06-09
Jocelyn Dessigny,1981-06-29,02,5,rassemblement national,76.0,0,2022-06-22,2024-06-09
Tematai Le Gayic,2000-10-11,987,1,democratie et republique,581.0,0,2022-06-22,2024-06-09
Christophe Barthès,1966-10-12,11,1,rassemblement national,73.0,0,2022-06-22,2024-06-09
Marianne Maximi,1985-11-13,63,1,la france insoumise,628.0,0,2022-06-22,2024-06-09
Philippe Naillet,1960-08-14,974,1,parti socialiste,450.0,0,2022-06-22,2024-06-09
Philippe Gosselin,1966-10-23,50,1,les republicains,86.0,0,2022-06-22,2024-06-09
Anaïs Sabatini,1990-03-10,66,2,rassemblement national,136.0,0,2022-06-22,2024-06-09
Laurence Robert-Dehault,1964-01-17,52,2,rassemblement national,129.0,0,2022-06-22,2024-06-09
Yannick Haury,1954-06-12,44,9,renaissance,392.0,0,2022-06-22,2024-06-09
Sophie Taillé-Polian,1974-10-04,94,11,europe ecologie les verts,494.0,0,2022-06-22,2024-06-09
Anne-Sophie Frigout,1991-04-11,51,2,rassemblement national,119.0,0,2022-06-22,2022-12-02
Lionel Vuibert,1968-08-31,08,1,renaissance,311.0,0,2022-06-22,2024-06-09
Hadrien Ghomi,1989-04-06,77,8,renaissance,342.0,0,2022-06-22,2024-06-09
Karim Ben Cheikh,1977-03-19,999,9,europe ecologie les verts,526.0,0,2023-04-17,2024-06-09
Élisa Martin,1972-05-15,38,3,la france insoumise,569.0,0,2022-06-22,2024-06-09
