nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat_debut,mandat_fin
Sauveur Gandolfi-Scheit,1947-01-19,2B,1,union pour un mouvement populaire,244.0,2,2007-06-20,2012-06-19
Éric Straumann,1964-08-17,68,1,union pour un mouvement populaire,308.0,3,2007-06-20,2012-06-19
Henri Plagnol,1961-02-11,94,1,union pour un mouvement populaire,338.0,2,2007-06-20,2012-06-19
Chantal Brunel,1948-09-09,77,8,union pour un mouvement populaire,104.0,2,2007-06-20,2012-06-19
Camille de Rocca Serra,1954-05-21,2A,2,union pour un mouvement populaire,33.0,2,2007-06-20,2012-06-19
Michel Lejeune,1946-08-21,76,12,union pour un mouvement populaire,211.0,3,2007-06-20,2012-06-19
Jean-Marc Ayrault,1950-01-25,44,3,"socialiste, radical, citoyen et divers gauche",508.0,3,2007-06-20,2012-06-19
Alain Ferry,1952-02-03,67,6,union pour un mouvement populaire,162.0,3,2007-06-20,2012-06-19
Jean-François Lamour,1956-02-02,75,13,union pour un mouvement populaire,101.0,3,2007-06-20,2012-06-19
Chantal Robin-Rodrigo,1948-08-04,65,2,"socialiste, radical, citoyen et divers gauche",618.0,2,2007-06-20,2012-06-19
Michel Sordi,1953-11-09,68,7,union pour un mouvement populaire,301.0,3,2007-06-20,2012-06-19
Rémi Delatte,1956-06-09,21,2,union pour un mouvement populaire,221.0,2,2007-06-20,2012-06-19
Édouard Courtial,1973-06-28,60,7,union pour un mouvement populaire,41.0,3,2007-06-20,2011-10-28
Hervé Morin,1961-08-17,27,3,nouveau centre,365.0,4,2010-12-14,2012-06-19
Guy Lefrand,1963-03-11,27,1,union pour un mouvement populaire,209.0,1,2009-01-13,2012-06-19
Alain Cacheux,1947-11-15,59,3,"socialiste, radical, citoyen et divers gauche",625.0,3,2007-06-20,2012-06-19
Patrice Verchère,1973-12-29,69,8,union pour un mouvement populaire,325.0,2,2007-06-20,2012-06-19
Jean Tiberi,1935-01-30,75,2,union pour un mouvement populaire,81.0,4,2007-06-20,2012-06-19
Jean-François Copé,1964-05-05,77,6,union pour un mouvement populaire,99.0,2,2007-06-20,2012-06-19
Jean-Pierre Giran,1947-01-09,83,3,union pour un mouvement populaire,102.0,2,2007-06-20,2012-06-19
Jean Lassalle,1955-05-03,64,4,non-inscrits,71.0,4,2007-06-20,2012-06-19
Xavier Breton,1962-11-25,01,1,union pour un mouvement populaire,50.0,2,2007-06-20,2012-06-19
Jean-Pierre Schosteck,1942-03-16,92,12,union pour un mouvement populaire,257.0,2,2008-02-04,2012-06-19
Françoise Imbert,1947-09-16,31,5,"socialiste, radical, citoyen et divers gauche",532.0,2,2007-06-20,2012-06-19
Laurent Hénart,1968-10-15,54,1,union pour un mouvement populaire,345.0,4,2007-06-20,2012-06-19
Jean-Paul Dupré,1944-02-05,11,3,"socialiste, radical, citoyen et divers gauche",455.0,2,2007-06-20,2012-06-19
Michel Voisin,1944-10-06,01,4,union pour un mouvement populaire,28.0,3,2007-06-20,2012-06-19
Michèle Alliot-Marie,1946-09-10,64,6,union pour un mouvement populaire,85.0,2,2011-03-28,2012-06-19
Louis Cosyns,1952-09-29,18,3,union pour un mouvement populaire,296.0,3,2007-06-20,2012-06-19
Thierry Lazaro,1960-09-27,59,6,union pour un mouvement populaire,334.0,2,2007-06-20,2012-06-19
Christian Patria,1945-01-09,60,4,union pour un mouvement populaire,5.0,2,2007-07-20,2010-12-14
Alain Marty,1946-03-07,57,4,union pour un mouvement populaire,317.0,2,2007-06-20,2012-06-19
Jean-Frédéric Poisson,1963-01-22,78,10,union pour un mouvement populaire,47.0,2,2009-09-28,2010-05-20
Marie-Noëlle Battistel,1956-08-20,38,4,"socialiste, radical, citoyen et divers gauche",640.0,3,2010-06-07,2012-06-19
Axel Poniatowski,1951-08-03,95,2,union pour un mouvement populaire,285.0,3,2007-06-20,2012-06-19
Jean-François Mancel,1948-03-01,60,2,union pour un mouvement populaire,169.0,4,2007-06-20,2012-06-19
Étienne Mourrut,1939-12-04,30,2,union pour un mouvement populaire,15.0,2,2007-06-20,2012-06-19
Jean-Marc Roubaud,1951-06-18,30,3,union pour un mouvement populaire,302.0,3,2007-06-20,2012-06-19
Jean-Paul Chanteguet,1949-12-09,36,3,"socialiste, radical, citoyen et divers gauche",461.0,2,2007-06-20,2012-06-19
Élie Aboud,1959-10-12,34,6,union pour un mouvement populaire,134.0,2,2007-07-04,2012-06-19
Bernard Brochand,1938-06-05,06,8,union pour un mouvement populaire,103.0,2,2007-06-20,2012-06-19
Pascal Deguilhem,1956-02-09,24,1,"socialiste, radical, citoyen et divers gauche",638.0,3,2007-06-20,2012-06-19
Marie-Jo Zimmermann,1951-04-29,57,3,union pour un mouvement populaire,36.0,2,2007-06-20,2012-06-19
Jean-Marie Binetruy,1946-07-17,25,5,union pour un mouvement populaire,1.0,3,2007-06-20,2012-06-19
Jean-Pierre Balligand,1950-05-30,02,3,"socialiste, radical, citoyen et divers gauche",438.0,3,2007-06-20,2012-06-19
Georges Colombier,1940-03-08,38,7,union pour un mouvement populaire,347.0,2,2007-06-20,2012-06-19
Annick Le Loch,1954-11-04,29,7,"socialiste, radical, citoyen et divers gauche",485.0,2,2007-06-20,2012-06-19
Jean-Louis Bernard,1938-03-31,45,3,union pour un mouvement populaire,191.0,2,2007-06-20,2012-06-19
Laurent Fabius,1946-08-20,76,4,"socialiste, radical, citoyen et divers gauche",515.0,2,2007-06-20,2012-06-04
Jean-Sébastien Vialatte,1951-01-30,83,7,union pour un mouvement populaire,315.0,2,2007-06-20,2012-06-19
Philippe Martin,1953-11-22,32,1,"socialiste, radical, citoyen et divers gauche",517.0,2,2007-06-20,2012-06-19
Dominique Baert,1959-10-24,59,8,"socialiste, radical, citoyen et divers gauche",498.0,3,2007-06-20,2012-06-19
Francis Vercamer,1958-05-10,59,7,nouveau centre,378.0,2,2007-06-20,2012-06-19
André Gerin,1946-01-19,69,14,democratie et republique,576.0,2,2007-06-20,2012-06-19
Pierre Forgues,1938-06-17,65,1,"socialiste, radical, citoyen et divers gauche",474.0,2,2007-06-20,2012-06-19
Pascale Gruny,1960-02-18,02,2,union pour un mouvement populaire,20.0,3,2010-12-15,2012-06-19
Marc Francina,1948-02-02,74,5,union pour un mouvement populaire,126.0,2,2007-06-20,2012-06-19
François Loos,1953-12-24,67,9,union pour un mouvement populaire,162.0,2,2007-06-20,2011-11-26
Henriette Martinez,1949-07-10,05,1,union pour un mouvement populaire,199.0,2,2007-06-20,2012-06-19
Jean-Pierre Dupont,1933-06-19,19,3,union pour un mouvement populaire,114.0,2,2007-06-20,2012-06-19
Christian Jacob,1959-12-04,77,4,union pour un mouvement populaire,93.0,3,2007-06-20,2012-06-19
Philippe Boënnec,1951-04-21,44,9,union pour un mouvement populaire,279.0,2,2007-06-20,2012-06-19
Françoise de Panafieu,1948-12-12,75,16,union pour un mouvement populaire,177.0,2,2007-06-20,2012-06-19
Bernard Gérard,1953-08-29,59,9,union pour un mouvement populaire,324.0,2,2007-06-20,2012-06-19
Bernard Debré,1944-09-30,75,15,union pour un mouvement populaire,10.0,3,2007-06-20,2012-06-19
Alain Gest,1950-12-27,80,6,union pour un mouvement populaire,260.0,1,2007-06-20,2012-06-19
Patrick Braouezec,1950-12-11,93,2,democratie et republique,585.0,3,2007-06-20,2012-06-19
Gwendal Rouillard,1976-04-20,56,5,"socialiste, radical, citoyen et divers gauche",649.0,1,2011-05-05,2012-06-19
Dominique Dord,1959-09-01,73,1,union pour un mouvement populaire,264.0,3,2007-06-20,2012-06-19
Alain Bocquet,1946-05-06,59,20,democratie et republique,592.0,3,2007-06-20,2012-06-19
Jean-Claude Sandrier,1945-08-07,18,2,democratie et republique,587.0,1,2007-06-20,2012-06-19
Jean-Christophe Lagarde,1967-10-24,93,5,nouveau centre,368.0,2,2007-06-20,2012-06-19
Robert Lecou,1950-07-25,34,4,union pour un mouvement populaire,212.0,2,2007-06-20,2012-06-19
William Dumas,1942-01-23,30,5,"socialiste, radical, citoyen et divers gauche",465.0,2,2007-06-20,2012-06-19
Patrick Bloche,1956-07-04,75,7,"socialiste, radical, citoyen et divers gauche",453.0,4,2007-06-20,2012-06-19
Jacques Le Guen,1958-03-08,29,5,union pour un mouvement populaire,120.0,4,2007-06-20,2012-06-19
Jean-Yves Besselat,1943-12-21,76,7,union pour un mouvement populaire,113.0,1,2007-06-20,2012-03-23
Laurent Cathala,1945-09-21,94,2,"socialiste, radical, citoyen et divers gauche",538.0,2,2007-06-20,2012-06-19
Christian Hutin,1961-01-18,59,12,"socialiste, radical, citoyen et divers gauche",606.0,3,2007-06-20,2012-06-19
Richard Mallié,1948-10-26,13,10,union pour un mouvement populaire,76.0,1,2007-06-20,2012-06-19
Jacques Valax,1951-08-23,81,1,"socialiste, radical, citoyen et divers gauche",527.0,2,2007-06-20,2012-06-19
Catherine Coutelle,1945-04-02,86,2,"socialiste, radical, citoyen et divers gauche",611.0,1,2007-06-20,2012-06-19
Yves Jego,1961-04-17,77,3,union pour un mouvement populaire,184.0,2,2009-07-24,2012-06-19
Jean Bardet,1941-06-22,95,3,union pour un mouvement populaire,256.0,2,2007-06-20,2012-06-19
Michèle Delaunay,1947-01-08,33,2,"socialiste, radical, citoyen et divers gauche",383.0,2,2007-06-20,2012-06-19
Martine Carrillon-Couvreur,1948-03-21,58,1,"socialiste, radical, citoyen et divers gauche",423.0,2,2007-06-20,2012-06-19
Patrick Beaudouin,1953-04-07,94,6,union pour un mouvement populaire,201.0,2,2007-06-20,2012-06-19
Bernard Accoyer,1945-08-12,74,1,union pour un mouvement populaire,77.0,3,2007-06-20,2012-06-19
Jean Michel,1949-01-28,63,6,"socialiste, radical, citoyen et divers gauche",445.0,2,2007-06-20,2012-06-19
Yves Cochet,1946-02-15,75,11,democratie et republique,600.0,1,2007-06-20,2011-12-06
Jacques Grosperrin,1955-10-17,25,2,union pour un mouvement populaire,48.0,2,2007-06-20,2012-06-19
Jérôme Cahuzac,1952-06-19,47,3,"socialiste, radical, citoyen et divers gauche",514.0,2,2007-06-20,2012-06-19
Jean-Pierre Marcon,1949-02-21,43,1,union pour un mouvement populaire,133.0,2,2007-07-20,2012-06-19
Claude Greff,1954-06-02,37,2,union pour un mouvement populaire,263.0,2,2007-06-20,2011-07-29
François Brottes,1956-03-31,38,5,"socialiste, radical, citoyen et divers gauche",519.0,3,2007-06-20,2012-06-19
Xavier Bertrand,1965-03-21,02,2,union pour un mouvement populaire,88.0,3,2009-02-15,2010-12-15
Marie-Hélène Thoraval,1966-06-03,26,4,union pour un mouvement populaire,23.0,2,2010-12-29,2012-06-19
Alain Rousset,1951-02-16,33,7,"socialiste, radical, citoyen et divers gauche",418.0,2,2007-06-20,2012-06-19
François Pupponi,1962-07-31,95,8,"socialiste, radical, citoyen et divers gauche",440.0,2,2007-12-16,2012-06-19
Odile Saugues,1943-01-26,63,1,"socialiste, radical, citoyen et divers gauche",530.0,2,2007-06-20,2012-06-19
Michel Raison,1949-11-05,70,3,union pour un mouvement populaire,2.0,2,2007-06-20,2012-06-19
Roland Muzeau,1951-11-05,92,1,democratie et republique,584.0,2,2007-06-20,2012-06-19
Paul Giacobbi,1957-06-04,2B,2,"socialiste, radical, citoyen et divers gauche",616.0,2,2007-06-20,2012-06-19
Daniel Fidelin,1948-05-25,76,9,union pour un mouvement populaire,141.0,4,2007-06-20,2012-06-19
Jean Glavany,1949-05-14,65,3,"socialiste, radical, citoyen et divers gauche",495.0,3,2007-06-20,2012-06-19
David Habib,1961-03-16,64,3,"socialiste, radical, citoyen et divers gauche",446.0,3,2007-06-20,2012-06-19
Gilles Bourdouleix,1960-04-15,49,5,union pour un mouvement populaire,306.0,2,2007-06-20,2012-06-19
Philippe Vigier,1958-02-03,28,4,nouveau centre,391.0,3,2007-06-20,2012-06-19
Jean-Michel Ferrand,1942-08-31,84,3,union pour un mouvement populaire,105.0,3,2007-06-20,2012-06-19
Jean-Louis Borloo,1951-04-07,59,21,union pour un mouvement populaire,88.0,2,2010-12-14,2012-06-19
Franck Gilard,1950-11-01,27,5,union pour un mouvement populaire,5.0,1,2007-06-20,2012-06-19
Max Roustan,1944-09-29,30,4,union pour un mouvement populaire,140.0,3,2007-06-20,2012-06-19
Marie-Line Reynaud,1954-07-17,16,2,"socialiste, radical, citoyen et divers gauche",481.0,1,2007-06-20,2012-06-19
Nicolas Dupont-Aignan,1961-03-07,91,8,non-inscrits,68.0,2,2007-06-20,2012-06-19
Gérard Hamel,1945-02-20,28,2,union pour un mouvement populaire,251.0,3,2007-06-20,2012-06-19
Sébastien Huyghe,1969-10-25,59,5,union pour un mouvement populaire,200.0,3,2007-06-20,2012-06-19
Martine Martinel,1953-09-26,31,4,"socialiste, radical, citoyen et divers gauche",571.0,2,2007-06-20,2012-06-19
Colette Le Moal,1932-03-27,78,3,nouveau centre,403.0,2,2008-04-19,2010-08-05
Gérard Charasse,1944-03-26,03,4,"socialiste, radical, citoyen et divers gauche",614.0,2,2007-06-20,2012-06-19
Christian Kert,1946-07-25,13,11,union pour un mouvement populaire,181.0,1,2007-06-20,2012-06-19
Claude Gatignol,1938-11-20,50,4,union pour un mouvement populaire,261.0,1,2007-06-20,2012-06-19
Sophie Delong,1957-07-17,52,1,union pour un mouvement populaire,307.0,3,2007-07-20,2012-06-19
Dino Cinieri,1955-07-09,42,4,union pour un mouvement populaire,196.0,1,2007-06-20,2012-06-19
Frédérique Massat,1964-01-14,09,1,"socialiste, radical, citoyen et divers gauche",569.0,2,2007-06-20,2012-06-19
Michel Terrot,1948-12-18,69,12,union pour un mouvement populaire,108.0,2,2007-06-20,2012-06-19
Jean-René Marsac,1954-04-21,35,4,"socialiste, radical, citoyen et divers gauche",484.0,2,2007-06-20,2012-06-19
Jean-Claude Viollet,1951-06-09,16,1,"socialiste, radical, citoyen et divers gauche",553.0,1,2007-06-20,2012-06-19
Jean-Louis Idiart,1950-05-03,31,8,"socialiste, radical, citoyen et divers gauche",541.0,2,2007-06-20,2012-06-19
Daniel Garrigue,1948-04-04,24,2,non-inscrits,148.0,2,2007-06-20,2012-06-19
Bernard Depierre,1945-06-06,21,1,union pour un mouvement populaire,21.0,1,2007-06-20,2012-06-19
Martine Lignières-Cassou,1952-02-22,64,1,"socialiste, radical, citoyen et divers gauche",410.0,3,2007-06-20,2012-06-19
Serge Janquin,1943-08-05,62,10,"socialiste, radical, citoyen et divers gauche",442.0,2,2007-06-20,2012-06-19
Marie-Hélène Amiable,1960-03-14,92,11,democratie et republique,580.0,3,2007-06-20,2012-06-19
Sylvia Pinel,1977-09-28,82,2,"socialiste, radical, citoyen et divers gauche",628.0,2,2007-06-20,2012-06-19
René Rouquet,1946-02-15,94,9,"socialiste, radical, citoyen et divers gauche",467.0,3,2007-06-20,2012-06-19
Maxime Gremetz,1940-09-03,80,1,non-inscrits,595.0,2,2007-06-20,2011-05-17
Alain Moyne-Bressand,1945-07-30,38,6,union pour un mouvement populaire,43.0,3,2007-06-20,2012-06-19
Jean-Pierre Decool,1952-10-19,59,14,union pour un mouvement populaire,35.0,3,2007-06-20,2012-06-19
Philippe Plisson,1951-01-12,33,11,"socialiste, radical, citoyen et divers gauche",533.0,4,2007-06-20,2012-06-19
Francis Hillmeyer,1946-09-09,68,6,nouveau centre,399.0,2,2007-06-20,2012-06-19
Marietta Karamanli,1964-12-18,72,2,"socialiste, radical, citoyen et divers gauche",559.0,3,2007-06-20,2012-06-19
François Vannson,1962-10-20,88,3,union pour un mouvement populaire,341.0,1,2007-06-20,2012-06-19
Daniel Vaillant,1949-07-19,75,19,"socialiste, radical, citoyen et divers gauche",427.0,4,2007-06-20,2012-06-19
Arlette Grosskost,1953-07-19,68,5,union pour un mouvement populaire,282.0,2,2007-06-20,2012-06-19
Jean Launay,1952-07-24,46,2,"socialiste, radical, citoyen et divers gauche",469.0,3,2007-06-20,2012-06-19
Philippe Nauche,1957-07-15,19,2,"socialiste, radical, citoyen et divers gauche",352.0,2,2007-06-20,2012-06-19
Didier Robert,1964-04-26,974,3,union pour un mouvement populaire,242.0,4,2007-06-20,2010-11-13
Paul Durieu,1947-07-08,84,4,union pour un mouvement populaire,59.0,1,2010-12-15,2012-06-19
Sandrine Mazetier,1966-12-16,75,8,"socialiste, radical, citoyen et divers gauche",429.0,1,2007-06-20,2012-06-19
Victorin Lurel,1951-08-20,971,4,"socialiste, radical, citoyen et divers gauche",505.0,2,2007-06-20,2012-06-19
Christine Marin,1951-04-09,59,23,union pour un mouvement populaire,151.0,2,2007-06-20,2012-06-19
Christophe Sirugue,1966-08-14,71,5,"socialiste, radical, citoyen et divers gauche",405.0,3,2007-06-20,2012-06-19
François de Rugy,1973-12-06,44,1,non-inscrits,601.0,3,2007-06-20,2012-06-19
Michel Lefait,1946-05-20,62,8,"socialiste, radical, citoyen et divers gauche",513.0,2,2007-06-20,2012-06-19
Yves Nicolin,1963-03-05,42,5,union pour un mouvement populaire,265.0,2,2007-06-20,2012-06-19
Chantal Bourragué,1946-03-03,33,1,union pour un mouvement populaire,197.0,2,2007-06-20,2012-06-19
Vincent Descoeur,1962-12-13,15,1,union pour un mouvement populaire,49.0,3,2007-06-20,2012-06-19
Bernard Reynès,1953-10-18,13,15,union pour un mouvement populaire,12.0,3,2007-06-20,2012-06-19
Étienne Blanc,1954-08-29,01,3,union pour un mouvement populaire,45.0,3,2007-06-20,2012-06-19
Gérard Bapt,1946-02-04,31,2,"socialiste, radical, citoyen et divers gauche",437.0,2,2007-06-20,2012-06-19
Martine Pinville,1958-10-23,16,4,"socialiste, radical, citoyen et divers gauche",494.0,2,2007-06-20,2012-06-19
Franck Riester,1974-01-03,77,5,union pour un mouvement populaire,224.0,2,2007-06-20,2012-06-19
Jean-Luc Reitzer,1951-12-29,68,3,union pour un mouvement populaire,166.0,2,2007-06-20,2012-06-19
Gérard Lorgeoux,1943-08-21,56,3,union pour un mouvement populaire,32.0,2,2007-06-20,2012-06-19
Jean-Claude Perez,1964-03-31,11,1,"socialiste, radical, citoyen et divers gauche",516.0,2,2007-06-20,2012-06-19
Georges Siffredi,1956-07-28,92,13,union pour un mouvement populaire,303.0,3,2009-01-05,2010-12-14
Eric Berdoati,1964-05-09,92,7,union pour un mouvement populaire,138.0,4,2010-12-15,2012-06-07
Jean-Pierre Nicolas,1938-10-21,27,2,union pour un mouvement populaire,281.0,2,2007-06-20,2012-06-19
Kléber Mesquida,1945-08-03,34,5,"socialiste, radical, citoyen et divers gauche",473.0,4,2007-06-20,2012-06-19
Frédéric Reiss,1949-11-12,67,8,union pour un mouvement populaire,216.0,2,2007-06-20,2012-06-19
Bernard Deflesselles,1953-10-16,13,9,union pour un mouvement populaire,253.0,2,2007-06-20,2012-06-19
Bernard Lesterlin,1949-09-18,03,2,"socialiste, radical, citoyen et divers gauche",487.0,1,2007-06-20,2012-06-19
Philippe Duron,1947-06-19,14,1,"socialiste, radical, citoyen et divers gauche",439.0,3,2007-06-20,2012-06-19
Jean Ueberschlag,1935-05-29,68,4,union pour un mouvement populaire,167.0,3,2007-06-20,2012-06-19
Éric Jalton,1961-09-16,971,1,"socialiste, radical, citoyen et divers gauche",468.0,2,2007-06-20,2012-06-19
Henri Nayrou,1944-11-21,09,2,"socialiste, radical, citoyen et divers gauche",544.0,2,2007-06-20,2012-06-19
Geneviève Gaillard,1947-05-13,79,1,"socialiste, radical, citoyen et divers gauche",534.0,2,2007-06-20,2012-06-19
Yannick Favennec,1958-08-12,53,3,union pour un mouvement populaire,339.0,2,2007-06-20,2012-06-19
Michel Pajon,1949-06-30,93,13,"socialiste, radical, citoyen et divers gauche",499.0,2,2007-06-20,2012-06-19
Simon Renucci,1945-03-29,2A,1,"socialiste, radical, citoyen et divers gauche",464.0,2,2007-06-20,2012-06-19
Danielle Bousquet,1945-05-10,22,1,"socialiste, radical, citoyen et divers gauche",441.0,1,2007-06-20,2012-06-19
Marie-Anne Montchamp,1957-11-01,94,7,union pour un mouvement populaire,86.0,2,2007-06-20,2010-12-15
Daniel Paul,1943-08-16,76,8,democratie et republique,588.0,2,2007-06-20,2012-06-19
Yanick Paternotte,1951-12-24,95,9,union pour un mouvement populaire,305.0,2,2007-06-20,2012-06-19
Michel Grall,1961-09-11,56,2,union pour un mouvement populaire,143.0,3,2007-06-20,2012-06-19
François Bayrou,1951-05-25,64,2,non-inscrits,70.0,2,2007-06-20,2012-06-19
Pascal Clément,1945-05-12,42,6,union pour un mouvement populaire,248.0,1,2007-06-20,2012-06-19
Guillaume Garot,1966-05-29,53,1,"socialiste, radical, citoyen et divers gauche",566.0,3,2007-06-20,2012-06-19
Jacques Le Nay,1949-11-19,56,6,union pour un mouvement populaire,335.0,2,2007-06-20,2012-06-19
Alain Rodet,1944-06-04,87,4,"socialiste, radical, citoyen et divers gauche",609.0,2,2007-06-20,2012-06-19
André Schneider,1947-01-03,67,3,union pour un mouvement populaire,164.0,1,2007-06-20,2012-06-19
Hervé de Charette,1938-07-30,49,6,nouveau centre,374.0,3,2007-06-20,2012-06-19
Dominique Tian,1959-12-14,13,2,union pour un mouvement populaire,245.0,3,2007-06-20,2012-06-19
Stéphane Demilly,1963-06-26,80,5,nouveau centre,388.0,3,2007-06-20,2012-06-19
Laurence Dumont,1958-06-02,14,2,"socialiste, radical, citoyen et divers gauche",644.0,1,2007-06-20,2012-06-19
Jacques Domergue,1953-03-25,34,1,union pour un mouvement populaire,130.0,2,2007-06-20,2012-06-19
Jacques Bascou,1953-03-31,11,2,"socialiste, radical, citoyen et divers gauche",454.0,3,2007-06-20,2012-06-19
Philippe Tourtelier,1948-07-29,35,2,"socialiste, radical, citoyen et divers gauche",552.0,1,2007-06-20,2012-06-19
